,screen_name,location,description,listed_count,friends_count,followers_count,favourites_count,verified,statuses_count,default_profile,default_profile_image,has_extended_profile,name,bot
1735,0,0,0,0.00031316057308384876,0.0010231728647697004,5.625397544835423e-06,0.0003798790367685252,1,0.00026682181217432225,1,0,0,b'J.S',1
1736,0,0,0,0.00031316057308384876,0.0010231728647697004,5.625397544835423e-06,0.0003798790367685252,1,0.00026682181217432225,1,0,0,b'J.S',1
1737,0,0,0,0.00031316057308384876,0.0010231728647697004,5.625397544835423e-06,0.0003798790367685252,1,0.00026682181217432225,1,0,0,b'J.S',1
1738,0,0,0,0.00031316057308384876,0.0010231728647697004,5.625397544835423e-06,0.0003798790367685252,1,0.00026682181217432225,1,0,0,b'J.S',1
1739,0,0,0,0.00031316057308384876,0.0010231728647697004,5.625397544835423e-06,0.0003798790367685252,1,0.00026682181217432225,1,0,0,b'J.S',1
1740,0,0,0,0.00031316057308384876,0.0010231728647697004,5.625397544835423e-06,0.0003798790367685252,1,0.00026682181217432225,1,0,0,b'J.S',1
1741,0,0,0,0.0,0.0033839013181210203,0.00011572246377947156,0.00975945793587243,1,0.00019856506952507704,1,0,0,b'Emmanuel Merlinton',1
1742,0,0,0,0.00031316057308384876,0.0010231728647697004,5.625397544835423e-06,0.0003798790367685252,1,0.00026682181217432225,1,0,0,b'J.S',1
1743,1,0,1,7.829014327096219e-05,0.000228641980954123,2.0492519627614754e-05,0.0007431452876725377,1,0.0060746018894459195,1,0,1,b'cc stan bot',1
1744,0,0,0,0.00031316057308384876,0.0010231728647697004,5.625397544835423e-06,0.0003798790367685252,1,0.00026682181217432225,1,0,0,b'J.S',1
1745,0,0,0,0.00031316057308384876,0.0010231728647697004,5.625397544835423e-06,0.0003798790367685252,1,0.00026682181217432225,1,0,0,b'J.S',1
1746,0,0,0,0.00031316057308384876,0.0010231728647697004,5.625397544835423e-06,0.0003798790367685252,1,0.00026682181217432225,1,0,0,b'J.S',1
1747,1,0,1,0.0010960620057934706,0.002840876613354978,0.0006629932820698891,0.006277418018670556,1,0.012500663951951225,0,0,0,b'A.N.N.I.E',1
1748,0,0,0,0.0,0.0037268642895522046,6.810749170354316e-05,0.011618982433640226,1,0.004967849833180521,1,0,1,b'Mike Bouchard',1
1749,0,0,0,0.002896735301025601,0.0025779383352577366,0.004630706714675417,0.003076687942107764,1,0.002115959022126602,1,0,0,b'\xf0\x9f\x8e\x84 Santa Ricky | #Kiryu4Fortnite',1
1750,0,0,0,0.0,0.00025722222857338834,1.4063493862088557e-06,5.537595288170921e-06,1,4.964126738126926e-07,1,0,0,b'Saloni Pragya',1
1751,1,0,0,0.0,0.0,5.444581195179999e-05,0.0002480842689100573,1,0.0013688579480384997,1,0,0,b'DrinkWaterBot',1
1752,1,0,0,0.0,0.0,5.444581195179999e-05,0.0002480842689100573,1,0.0013688579480384997,1,0,0,b'DrinkWaterBot',1
